,text,intent
4333,show flights from pittsburgh to oakland on us airlines with fare information,Flight.
4334,what is the earliest flight leaving boston and going to washington on september third,Flight.
4335,show me the airlines that fly from san francisco to boston,Airline.
4336,all flights from charlotte to anywhere on us air around 1 pm,Flight.
4337,which airlines have nonstop flights from kansas city to chicago,Airline.
4338,i need a flight from chicago to dallas on continental on june fifth,Flight.
4339,flights from nashville to seattle,Flight.
4340,what delta leaves boston for atlanta,Flight.
4341,show me the cheapest one way flight from atlanta to pittsburgh,Flight.
4342,list all the flights that arrive at general mitchell international from various cities,Flight.
4343,please list the rental car information in pittsburgh,Ground Service.
4344,round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,Airfare.
4345,what flights are available thursday afternoon from baltimore to atlanta,Flight.
4346,show me dallas to boston flights,Flight.
4347,i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am,Flight.
4348,what airlines fly from boston to san francisco,Airline.
4349,show me flights from oakland to dallas on sunday,Flight.
4350,show me the price of flight ea 212 from atlanta to washington,Airfare.
4351,what flights are there from atlanta to oakland on thursday with in flight meals,Flight.
4352,what are the cheapest round trip flights from denver to pittsburgh,Flight.
4353,what are the flights from milwaukee to orlando on wednesday,Flight.
4354,i need a flight from toronto to montreal reaching montreal early on friday,Flight.
4355,show me flights from dallas to baltimore,Flight.
4356,what ground transportation is available in denver,Ground Service.
4357,list the round trip flights from st. paul to san jose,Flight.
4358,what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,Flight.
4359,what flights go from pittsburgh to newark after 305 in the afternoon,Flight.
4360,what is the cost of a flight from boston to san francisco,Airfare.
4361,i would like information for flights from baltimore to dallas on early tuesday morning,Flight.
4362,i 'm interested in a flight from pittsburgh to atlanta,Flight.
4363,show me the earliest flight from newark to seattle,Flight.
4364,could you tell me what morning flights are available from oakland to denver before 10 am,Flight.
4365,boston to pittsburgh wednesday,Flight.
4366,anything from baltimore or washington with a stopover in denver going to san francisco,Flight.
4367,what is the latest flight available between san francisco and boston,Flight.
4368,give me the latest flight tomorrow on american airlines from milwaukee to tacoma,Flight.
4369,do you have one to denver from philadelphia,Flight.
4370,what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,Flight.
4371,from toronto to atlanta in the afternoon,Flight.
4372,show me flights from denver to atlanta,Flight.
4373,all flights and fares from dallas,Flight+airfare.
4374,what is the fare from boston to san francisco on united airlines flight 21,Airfare.
4375,find the cheapest one way fare from boston to san francisco,Airfare.
4376,show me all flights arriving at love field from other airports,Flight.
4377,list all the flights from atlanta to charlotte north carolina that leave next monday,Flight.
4378,what flights are between boston and atlanta on july thirty first,Flight.
4379,i want a flight on twa from boston to denver,Flight.
4380,i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday,Flight.
4381,us 771 pittsburgh to philadelphia what is the fare,Airfare.
4382,show me the last flight available in the evening from boston to dc on july twenty first,Flight.
4383,i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,Flight.
4384,i would like an afternoon flight from washington to boston on august twentieth,Flight.
4385,list all round trip flights from orlando to kansas city,Flight.
4386,show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver,Flight.
4387,show me the afternoon flights from washington to boston,Flight.
4388,what ground transportation is there in atlanta,Ground Service.
4389,show me continental flights leaving chicago on saturday morning,Flight.
4390,which flights depart burbank after noon and arrive in denver by 6 pm,Flight.
4391,philadelphia to dallas saturday,Flight.
4392,i want to go between boston and washington early in the morning,Flight.
4393,san francisco to pittsburgh friday,Flight.
4394,display all the flights from baltimore to dallas which leave after 4 pm,Flight.
4395,flights from newark new jersey to cleveland,Flight.
4396,i 'd like to see the flights from denver to philadelphia again,Flight.
4397,i would like information on flights from denver to san francisco after noon on wednesday,Flight.
4398,flight from dallas to milwaukee,Flight.
4399,fly from dallas to baltimore,Flight.
4400,show me the list of flights from philadelphia to denver that leave in the afternoon,Flight.
4401,show me the flights from denver that go to pittsburgh and then atlanta,Flight.
4402,show me the flights from san francisco to boston,Flight.
4403,please list only united airlines flights between denver and boston,Flight.
4404,what 's the lowest round trip fare from atlanta to bwi,Airfare.
4405,what does restriction ap 57 mean,Abbreviation.
4406,i need a flight from pittsburgh to new york city,Flight.
4407,i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh,Airfare.
4408,what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm,Flight.
4409,fares between atlanta and boston,Airfare.
4410,show ground transportation in denver,Ground Service.
4411,thank you very much now can you help me with information on flights from boston to atlanta,Flight.
4412,what are the flight numbers of the flights which go from san francisco to washington via indianapolis,Flight No.
4413,what is the latest departure from boston to pittsburgh on the seventh of july,Flight.
4414,flights from atlanta to washington dc on thursday morning,Flight.
4415,what flights can i find from pittsburgh to san francisco after 9 am,Flight.
4416,show me the flights from san diego to newark,Flight.
4417,what flights go from dallas to denver after 3 pm,Flight.
4418,flights from newark to cleveland daily,Flight.
4419,do you have any flights from chicago to indianapolis,Flight.
4420,do you have a 9 o'clock flight from boston to philadelphia,Flight.
4421,what classes of service does twa have,Flight.
4422,what flights do you have available from denver dallas and pittsburgh into baltimore,Flight.
4423,does any airline have a jet flight between pittsburgh and baltimore,Airline.
