,utterance,intent
531,Will it rain overnight tonight?,Get Weather.
532,Do I need an umbrella today?,Get Weather.
533,Will it be sunny at Moody Beach today?,Get Weather.
534,Should I bring my winter gloves now,Get Weather.
535,Should I wear shorts tomorrow or Monday?,Get Weather.
536,Any tornado watches in midwest,Get Weather.
537,Are we getting rain?,Get Weather.
538,Is it windy in Chicago today?,Get Weather.
539,is it going to snow tuesday,Get Weather.
540,How hot is it going to get?,Get Weather.
541,Next week's weather?,Get Weather.
542,how hot is it going to get today,Get Weather.
543,is it going to rain tuesday,Get Weather.
544,Is it going to snow Wednesday night?,Get Weather.
545,whats the weather like in new york,Get Weather.
546,is it cloudy today,Get Weather.
547,Weather in Las Vegas?,Get Weather.
548,whats latest snowfall amounts,Get Weather.
549,Should I wear sun screen?,Get Weather.
550,What is the weather in Boston today?,Get Weather.
551,Do I need an umbrella tomorrow?,Get Weather.
552,Is it currently raining in Dickson?,Get Weather.
553,What will the temperature be for today?,Get Weather.
554,How many days will it rain?,Get Weather.
555,Should I bring a jacket with me?,Get Weather.
556,"rain in atlanta, ga",Get Weather.
557,Should I bring a hat?,Get Weather.
558,How hot will the temperature reach today?,Get Weather.
559,Is there a tornado watch in Tulsa today?,Get Weather.
560,Search for current weather,Get Weather.
561,What is today's weather?,Get Weather.
562,What's the forecast in Cleveland?,Get Weather.
563,Should I wear pants or shorts today?,Get Weather.
564,Should I bring a rain jacket today?,Get Weather.
565,is it going to rain next week,Get Weather.
566,What is the weather like in Miami?,Get Weather.
567,Should I carry umbrella today?,Get Weather.
568,What's the temperature today,Get Weather.
569,will friday be clear?,Get Weather.
570,What is the freezing index for tonight?,Get Weather.
571,What is the weather like tomorrow?,Get Weather.
572,"Is it going to rain in North Branch, MN?",Get Weather.
573,what's the temperature range going to be on the coast this weekend?,Get Weather.
574,What is the weather in Singapore?,Get Weather.
575,What is the current temperature in Houston?,Get Weather.
576,i need to know the weather for next weekend,Get Weather.
577,Is it going to rain around noon on Saturday?,Get Weather.
578,What is the temperature today? I am going to walk down to the Casino.,Get Weather.
579,hows the temperature at rockaway beach today,Get Weather.
580,how hot is it going to be,Get Weather.
581,What are the chances of rain tomorrow?,Get Weather.
582,What is the high for today?,Get Weather.
583,what is the weather forecast for Halloween this year,Get Weather.
584,Will I need an umbrella this weekend?,Get Weather.
585,What time is the storm supposed to hit my area today?,Get Weather.
586,how strong is the wind on the beach today,Get Weather.
587,What is the forecast for today?,Get Weather.
588,What is the current temperature in Philadelphia?,Get Weather.
589,What are the estimated times for the rain today?,Get Weather.
590,Is it going to be clear today?,Get Weather.
591,What is the current temperature?,Get Weather.
592,How hot is is going to be today,Get Weather.
593,what is the high temperature for wednesday,Get Weather.
594,"WHAT WILL THE HIGH TEMPERATURE BE IN SAN FRANCISCO, CA TODAY?",Get Weather.
595,Do I need an umbrella today?,Get Weather.
596,Should I bring a jacket today?,Get Weather.
597,Will the temperature drop below freezing tonight?,Get Weather.
598,Is it going to rain anytime this week?,Get Weather.
599,What is the chance of rain today.,Get Weather.
600,Should I expect a shower today?,Get Weather.
601,update on the weather today,Get Weather.
602,Are there any rains this week?,Get Weather.
603,What is the high for tomorrow?,Get Weather.
604,WHAT WILL THE TEMPERATURE BE IN DISNEY WORLD NEXT SATURDAY?,Get Weather.
605,What will be the high for today?,Get Weather.
606,what is the weather forecast for south florida?,Get Weather.
607,Is it cold out?,Get Weather.
608,What is the temp in Idaho right now?,Get Weather.
609,will it be clear today?,Get Weather.
610,What is the humidity level outside today,Get Weather.
611,Should I bring an umbrella to work with me?,Get Weather.
612,What's the high for tomorrow,Get Weather.
613,Is it supposed to rain today?,Get Weather.
614,How much snow are we supposed to get in Parker tonight?,Get Weather.
615,is there a tornado warning in georgia today,Get Weather.
616,Will it snow this weekend?,Get Weather.
617,"What is the current temperature in Austin, TX?",Get Weather.
618,how warm is it supposed to be today?,Get Weather.
619,What's the current temp?,Get Weather.
620,is it going to snow today in NY,Get Weather.
621,When is it going to rain this week?,Get Weather.
622,5 day forecast for Boston,Get Weather.
623,Do I need a rain jacket?,Get Weather.
624,Is the tornado watch over?,Get Weather.
625,What is the windchill right now?,Get Weather.
626,should I wear sandals today?,Get Weather.
627,What is the weather for Friday?,Get Weather.
628,Do I need a sweater?,Get Weather.
629,please tell me what the temperature is going to be tomorrow,Get Weather.
630,weather in Boise right now,Get Weather.
631,How many inches of snow are expected?,Get Weather.
632,Temperature high,Get Weather.
633,Is the 5 o'clock soccer game going to be rained out?,Get Weather.
634,Is it cold outside?,Get Weather.
635,how warm will it be today,Get Weather.
636,Is there fog in the forecast today?,Get Weather.
637,Do I need to wear a coat today?,Get Weather.
638,what is going to be the low temp for today,Get Weather.
639,what's going to be the low temperature tonight?,Get Weather.
640,Is it going to be hot tomorrow?,Get Weather.
641,How long do they say this rain will last?,Get Weather.
642,How many inches of rain have fallen?,Get Weather.
643,Is it going to be hot today,Get Weather.
644,"What is the weather today in Plymouth, Massachusetts?",Get Weather.
645,Is it raining today in Hawaii?,Get Weather.
646,How does the weather forecast look for this week?,Get Weather.
647,will it be sunny today,Get Weather.
648,how high is the temperature for today?,Get Weather.
649,should I wear rain boots,Get Weather.
650,"Tell me the forecast in Louisville, Kentucky for the next three days.",Get Weather.
651,Weather this week,Get Weather.
652,what is the weather this weekend?,Get Weather.
653,Is it raining in Tampa?,Get Weather.
654,what is the high for today?,Get Weather.
655,What is the forecast,Get Weather.
656,How is the weather in Paris?,Get Weather.
657,when is rain forecasted for my area?,Get Weather.
658,Which day will be the warmest this week?,Get Weather.
659,What's the forecast for today at 3 pm in Hopkins?,Get Weather.
660,Is it sunny in Hawaii,Get Weather.
661,Do I need to take an umbrella with me today?,Get Weather.
662,will it be hot tonight?,Get Weather.
663,should i bring a hat,Get Weather.
664,Do I need sunblock this week?,Get Weather.
665,weather forecast for monday,Get Weather.
666,Is it going to be cold in Mount Shasta next month,Get Weather.
667,what's tomorrow's high temp?,Get Weather.
668,Should I wear a sweater?,Get Weather.
669,current weather in seattle?,Get Weather.
670,what temperature is it in fresno right now,Get Weather.
671,show me the weather for next week,Get Weather.
672,Whats the weather like in New Zealand?,Get Weather.
673,Will I need an umbrella today?,Get Weather.
674,how cold will it be today,Get Weather.
675,Is it supposed to rain this week?,Get Weather.
676,Will I need a winter jacket today?,Get Weather.
677,Is it going to rain on Saturday?,Get Weather.
678,will it rain today,Get Weather.
679,how bad are the storms?,Get Weather.
680,snow in boston tomorrow,Get Weather.
681,show I bring an umbrella?,Get Weather.
682,What is tomorrow's weather?,Get Weather.
683,how warm is it supposed to be today?,Get Weather.
684,How dry is it outside?,Get Weather.
685,What's the weather like today?,Get Weather.
686,what is the forecast in boston next week,Get Weather.
687,How is the weather out East?,Get Weather.
688,how many days this week will it rain,Get Weather.
689,will it be breezy,Get Weather.
690,are there any weather alerts for today,Get Weather.
691,Read me the 5 day forecast in Henderson today.,Get Weather.
692,Will it rain tomorrow afternoon?,Get Weather.
693,what is the weekend forecast going to be,Get Weather.
694,What is the weather like in Culver City?,Get Weather.
695,What is the weather like in Portland during September,Get Weather.
696,what is the temperature like right now?,Get Weather.
697,Are there tornadoes?,Get Weather.
698,Will it snow this afternoon?,Get Weather.
699,how hot is it?,Get Weather.
700,what's the weather?,Get Weather.
701,please show me the weather for sunday morning,Get Weather.
702,Temperature range tomorrow in San Jose,Get Weather.
703,Is this hurricane weather right now?,Get Weather.
704,is it hot out today?,Get Weather.
705,When will it snow?,Get Weather.
706,Will it rain in Las Vegas. NV next week?,Get Weather.
707,what the temperature right now in Seattle,Get Weather.
708,Will it hit 100 degrees today?,Get Weather.
709,7 day forecast,Get Weather.
710,current weather conditions for my city,Get Weather.
711,Should I wear rain gear to the game today?,Get Weather.
712,will it be sunny on sunday,Get Weather.
713,Is it going to be cold outside tonight?,Get Weather.
714,Any storms today,Get Weather.
715,Today's temperatures,Get Weather.
716,What is humidity?,Get Weather.
717,how cold will it be today,Get Weather.
718,how cold will it be today,Get Weather.
719,Is there a tornado watch in effect?,Get Weather.
720,Will the weather change next week?,Get Weather.
721,What's the high temperature of this week?,Get Weather.
722,Is it going to rain later?,Get Weather.
723,will it rain in san antonio today,Get Weather.
724,what will the temperature be today?,Get Weather.
725,What is the visibility like outside?,Get Weather.
726,Is today going to be windy?,Get Weather.
727,How high will the humidity be this weekend?,Get Weather.
728,Is it going to rain tonight?,Get Weather.
729,What will the weather be like tonight?,Get Weather.
730,What is the upcoming forecast?,Get Weather.
731,What is the current heat index?,Get Weather.
732,Is it going to rain this week?,Get Weather.
733,"What is the weather in Suffern, New York?",Get Weather.
734,What is the weather like next Sunday,Get Weather.
735,Will it be hot today?,Get Weather.
736,What is the pollen count like today?,Unsupported Weather.
737,Will there be rain in Weston today,Get Weather.
738,What clothing should I wear for the weather?,Get Weather.
739,WILL IT RAIN TONIGHT IN ST. CLOUD FLORIDA AT 6PM?,Get Weather.
740,will we get snow this week?,Get Weather.
741,will it rain tomorrow?,Get Weather.
742,Should I have a jacket?,Get Weather.
743,should i bring a umbrella,Get Weather.
744,Is it going to snow today?,Get Weather.
745,"WHAT'S THE WEATHER LIKE IN SAINT AUGUSTINE, FLORIDA?",Get Weather.
746,How cold is it in Prague?,Get Weather.
747,What is the weather here in  2 days?,Get Weather.
748,How many days this week will it rain?,Get Weather.
749,Do I need an umbrella today in Louisville?,Get Weather.
750,What is the current temperature in Disney World?,Get Weather.
751,What is the weather forecast for London?,Get Weather.
