,intent,utterance
209,Get Weather.,humidity in Olvey New Hampshire
210,Get Weather.,What's the weather going to be in UT ?
211,Get Weather.,"humidity not far from Colorado City on November the 7th, 2024"
212,Get Weather.,What is the forecast for Wyoming at Stanardsville during the storm
213,Get Weather.,What will the weather be in North Carolina ?
214,Get Weather.,what is the forecast starting 11 weeks from now nearby the state of Wisconsin
215,Get Weather.,Will it be rainy at Sunrise in Ramey Saudi Arabia ?
216,Get Weather.,Check the forecast for Nebraska .
217,Get Weather.,Will it be warmer in North Korea at nineteen o'clock
218,Get Weather.,Let me know the weather forecast around ten Pm faraway from here in Park Narodowy Brimstone Hill Fortress .
219,Get Weather.,Will it be stormy in the Ouachita National Forest ?
220,Get Weather.,"Tell me if it will be snowy 8 hours from now in Mount Airy , VI"
221,Get Weather.,What will the weather be nineteen hours from now neighboring Saint Kitts and Nevis ?
222,Get Weather.,Will there be hail on 11/12/2036 in Singapore
223,Get Weather.,Will it be colder here in 48 and a half weeks
224,Get Weather.,What's the weather going to be in Knobel ?
225,Get Weather.,"What will the weather be in Dane on sep. the fifth, 2030 ?"
226,Get Weather.,What will the weather be in Ohio ?
227,Get Weather.,I need to know the weather for Jan. the 3rd in Mexico when I go to Port Vue
228,Get Weather.,what is the forecast for Ōtone Prefectural Natural Park in 1 hour and within the same area
229,Get Weather.,What kind of weather is forecast around one pm near Vatican ?
230,Get Weather.,Will it be chilly in Weldona ?
231,Get Weather.,Will it be colder in Virgin Islands National Park ?
232,Get Weather.,Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro ?
233,Get Weather.,What is the weather going to be like in Virginia on st. patrick's day ?
234,Get Weather.,Weather in Kaneville Maryland
235,Get Weather.,When is sunrise for AR
236,Get Weather.,"What will the weather be not far from here on October the nineteenth, 2026 ?"
237,Get Weather.,what is the forecast for Waurika in Samoa
238,Get Weather.,Tell me the weather forecast here
239,Get Weather.,What is the weather forecast nearby Nicodemus
240,Get Weather.,What will the weather be in nov. in Brookneal ?
241,Get Weather.,Will it be colder four months from now in Suwanee AK
242,Get Weather.,What is the weather forecast for Burundi
243,Get Weather.,What's the weather in Benton City ?
244,Get Weather.,"What will the weather be in KY on Oct. 16, 2036 ?"
245,Get Weather.,"Will the sun be out in 1 minute in Searcy , Uganda"
246,Get Weather.,what is the weather here
247,Get Weather.,What will the weather be one second from now in Chad ?
248,Get Weather.,What kind of weather is forecast in MS now ?
249,Get Weather.,what is the forecast for LA for freezing
250,Get Weather.,how cold will it be here in 1 second
251,Get Weather.,what is the forecast for hotter weather at Southford Falls State Park
252,Get Weather.,"what is the overcast forecast for the current position starting on jul. 19, 2030"
253,Get Weather.,"what is the forecast for Morocco at Lake Ozark on December seventeenth, 2022"
254,Get Weather.,What will the humidity be in the current spot at 15:19:29 ?
255,Get Weather.,what is the forecast in Nicodemus and nearby
256,Get Weather.,What is the weather going to be like in Benton Colorado in 2 and a half months
257,Get Weather.,What's the weather forecast for Bothe-Napa Valley State Park close by february 20 ?
258,Get Weather.,what is the forecast for beginning on nov. 17 for Franklinville
259,Get Weather.,what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon
260,Get Weather.,"Will there be a blizzard next winter in Visalia , Idaho"
261,Get Weather.,"Will it be warmer in the District Of Columbia on may 25, 2033 ?"
262,Get Weather.,What will the weather be here on dec. 7th ?
263,Get Weather.,what is the forecast for colder temps beginning on Law Day here
264,Get Weather.,"What's the weather like in Tyonek , New Jersey"
265,Get Weather.,what is the forecast for here for blizzard conditions at five pm
266,Get Weather.,Will there be a storm in Gibsonia at 8 p.m ?
267,Get Weather.,what is the cold condition of our current position for tomorrow
268,Get Weather.,What will the weather be in Hialeah Gardens on October the 24th ?
269,Get Weather.,Will it be freezing today in Delaware and Lehigh National Heritage Corridor ?
270,Get Weather.,what is the forecast in Admire in TX starting at seventeen
271,Get Weather.,what is the forecast in North Carolina for Edgemoor
272,Get Weather.,what is the forecast for Costa Rica
273,Get Weather.,Need weather for Parc national Tolhuaca to see if it will be fog today
274,Get Weather.,Weather in Walden Russia on 12/26/2018
275,Get Weather.,What's the humidity here right now ?
276,Get Weather.,How's the weather at Petit Manan National Wildlife Refuge and nearby right now
277,Get Weather.,what is the forecast for Lansford for temperate weather
278,Get Weather.,overcast on State Holiday in Pawling Nature Reserve and neighboring places
279,Get Weather.,I need the weather in Wakarusa
280,Get Weather.,Tell me the forecast for 6 am in Tatra-Nationalpark
281,Get Weather.,Tell me the weather forecast for UT on thursday
282,Get Weather.,what is the forecast for Turtle Islands National Park
283,Get Weather.,Will it be hotter in PR at 23 o'clock ?
284,Get Weather.,Weather in two hours in Uzbekistan
285,Get Weather.,What is the forecast for this afternoon for blizzard conditions in Dieterich Chad
286,Get Weather.,how's the weather here at two Am
287,Get Weather.,will Custer National Forest be chillier at seven Pm
288,Get Weather.,what is the forecast for starting at three a.m in Two Buttes for warm weather
289,Get Weather.,What's the weather in Fox Chapel ?
290,Get Weather.,What is the rain forecast for one hour from now in South Korea
291,Get Weather.,Tell me the weather forecast here
292,Get Weather.,Will there be a cloud in VI in 14 minutes ?
293,Get Weather.,How much colder will it be not far from Utah around 3 Am ?
294,Get Weather.,Will it be chilly midday in Cresbard Afghanistan ?
295,Get Weather.,"What will the weather be in Sarygamyş Sanctuary on august 21, 2035 ?"
296,Get Weather.,Will it be rainy in Tenino ?
297,Get Weather.,Will it be hot in the Netherlands on February 16th ?
298,Get Weather.,Where is Belgium located
299,Get Weather.,What will the weather be in Milleville Beach ?
300,Play Music.,can you put on Like A Hurricane by Paul Landers
301,Play Music.,Play The Happy Blues by Ronnie Wood .
302,Play Music.,Play the newest melody on Last Fm by Eddie Vinson .
303,Play Music.,Use Groove Shark to play music
304,Play Music.,Please play something good from U-roy .  Any song from 1975 on Zvooq will do.
305,Play Music.,Play a symphony from 2013 .
306,Play Music.,Let me hear the good songs from James Iha
307,Play Music.,Play my inventive playlist
308,Play Music.,I want to play music from iheart
309,Play Music.,Play Subconscious Lobotomy from Jennifer Paull .
310,Play Music.,I want to hear a seventies sound track .
311,Play Music.,play a john maher track
312,Play Music.,Please play something from Dihan Slabbert that's on the top fifty
313,Play Music.,Please play something catchy on Youtube
314,Play Music.,Play something from 2004 by Imogen Heap on spotify
315,Play Music.,Play seventies music please.
316,Play Music.,Play music from the artist sean yseult and sort it through top-50
317,Play Music.,Play anything Jd Natasha did in the thirties
318,Play Music.,Play music off Netflix .
319,Play Music.,nineties songs on Zvooq
320,Play Music.,Open itunes and play Ben Burnley Ready To Die
321,Play Music.,Play an ep by Zak Starkey .
322,Play Music.,Play an album from Nithyasree Mahadevan .
323,Play Music.,I want to listen to something on Youtube
324,Play Music.,Start playing something from Iheart
325,Play Music.,Play Trance Life on Zvooq .
326,Play Music.,Find and play a concerto on Zvooq from 1978 by Ginger Pooley
327,Play Music.,Play All Things Must Pass .
328,Play Music.,I want to hear music from Allen Toussaint from the fifties
329,Play Music.,Turn on Last Fm
330,Play Music.,Play a song by Rahsaan Patterson .
331,Play Music.,play Femme Fatale by Bonobo
332,Play Music.,Play some anneliese van der pol from the thirties on Groove Shark
333,Play Music.,I want to listen to an ep from 1998 .
334,Play Music.,Play Paul Mccartney
335,Play Music.,play Jill Sobule album
336,Play Music.,Play chant 's from 1973 .
337,Play Music.,Play something from 90s Pop Rock Essentials
338,Play Music.,Play Have You Met Miss Jones by Nicole from Google Music .
339,Play Music.,play chant by Nigger Kojak on Itunes
340,Play Music.,Play some sixties songs on Google Music
341,Play Music.,Play a fifties album from Dj Yoda on Last Fm .
342,Play Music.,Please play my ecstatic playlist.
343,Play Music.,Open deezer and play Curtain Call: The Hits by Junichi Okada .
344,Play Music.,Let's play Jamie Robertson 's Handover on vimeo
345,Play Music.,play a sixties soundtrack
346,Play Music.,Play This Is: Miles Davis on Lastfm .
347,Play Music.,Live In L.a Joseph Meyer please
348,Play Music.,Play the top twenty Hisham Abbas on Youtube
349,Play Music.,play some seventies Filipp Kirkorow
350,Play Music.,Play the most popular Puretone
351,Play Music.,Play music from E-type .
352,Play Music.,Can you play A.j. Pero on Groove Shark ?
353,Play Music.,Play a Bob Burns song
354,Play Music.,"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime ."
355,Play Music.,Play some symphony music from David Lindley .
356,Play Music.,Please play something on Iheart from artist Ari Gold last album
357,Play Music.,I want to hear them from the artist Murcof
358,Play Music.,Play sound track music from the twenties
359,Play Music.,Play Dance With The Devil by Mr. Lordi
360,Play Music.,Play music from 1996 .
361,Play Music.,Go to Itunes and play Dr. Lecter by David Hodges
362,Play Music.,Play S.t.r.e.e.t. D.a.d . from Hiromitsu Agatsuma through Pandora .
363,Play Music.,Play some movement from the fourties
364,Play Music.,Please tune into Chieko Ochi 's good music
365,Play Music.,Play the greatest music from Bryan Maclean .
366,Play Music.,Play something on Last Fm
367,Play Music.,Play music by Joy Nilo .
368,Play Music.,play some Gary Lee Conner
369,Play Music.,Play music by Brian Chase .
370,Play Music.,Can you play top Zvooq by Fink ?
371,Play Music.,play the top-20 Nawang Khechog soundtrack
372,Play Music.,Let's hear stuff from Andrew Hewitt .
373,Play Music.,Play a good ep from the eighties by Peter Murphy .
374,Play Music.,Play Another Passenger from Louis Nelson Delisle .
375,Play Music.,Play the top music from The Railway Children off Last Fm .
376,Play Music.,play the best Becca
377,Play Music.,Play something by Duke Ellington from the seventies
378,Play Music.,Use the last fm service to play A Mis Niños de 30
379,Play Music.,Play my Black Sabbath: The Dio Years playlist.
380,Play Music.,Play an ep from Mike Harding .
381,Play Music.,I want to hear anything from the Rock Symphonique genre please.
