label,text
Flight.,find the flights leaving dallas and going to san francisco that leave after 5 pm
Flight.,flights from new york to miami
Flight.,list flights from philadelphia to dallas
Flight.,i need a flight from pittsburgh to los angeles thursday evening
Flight.,what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth
Flight.,what flights are there from houston to dallas
Ground Service.,what does ground transportation look like in oakland
Flight.,list all nonstop flights from la to pittsburgh before 5 pm on tuesday
Flight.,show me the flights from denver to las vegas
Flight.,what flights are available from denver to dallas fort worth in the afternoons
Flight.,i need a flight from new york city to montreal tomorrow
Airline.,show me the names of airlines in atlanta
Flight.,i 'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines
Aircraft.,i need to find a plane from boston to san francisco on friday
Flight.,show me a list of flights from denver to san francisco for september first 1991
Flight.,i need a flight from kansas city to newark on the first of july
Aircraft.,what aircraft has the largest seating capacity
Abbreviation.,what is ewr
Ground Service.,what ground transportation is available at baltimore
Flight.,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm
Flight.,show me round trip flights from denver to baltimore that offer first class service on united
Flight.,show me the cheapest one way flights from dallas to san francisco leaving dallas after 4 pm
Airfare.,what are the first class fares from dallas to baltimore
Flight.,show me continental flights from chicago to seattle on saturday morning
Flight.,what northwest airlines flights leave denver before noon
Flight.,are there any flights next monday morning from pittsburgh to san francisco
Abbreviation.,what does fare code qo mean
Flight.,show me the flights available from san francisco to pittsburgh for tuesday and also the price
Flight.,flights between milwaukee and orlando one way
Abbreviation.,what does ewr mean
Flight.,flights from baltimore to san francisco
Flight.,give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee
Flight.,what flights does delta have between dallas and denver
Flight.,i would like to fly from boston to baltimore in the afternoon what flights are there
Flight.,where does flight ua 281 from boston to oakland stop
Flight.,i would like to book a flight from charlotte to baltimore on april eighth
Flight.,i would like a nonstop flight from jfk to las vegas on march second
Flight.,thank you for that information now i would like to book a flight from philadelphia to boston on the night of april sixteen around 9 o'clock
Flight.,what flight do you have from san francisco to pittsburgh on the evening of august twenty seventh
Flight+airfare.,please give me a list of all the flights between dallas and baltimore and their cost
Flight.,show me the nonstop flights from dallas to houston
Flight.,show me the flights from boston to pittsburgh on wednesday and thursday
Flight.,show me the flights arriving at love field
Flight.,show me the flights out of love field
Airfare.,what is the fare for a one way flight from boston to atlanta
Flight.,i want to leave philadelphia and arrive in atlanta on a thursday
Flight.,is there a round trip flight from baltimore to dallas connecting in denver
Flight.,what is the earliest flight from boston to atlanta
Flight.,give me the flights from chicago to seattle on saturday morning
Airport.,houston airports
Flight.,i would like a morning flight from milwaukee to denver colorado please
Aircraft.,can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555
Flight.,are there any flights next monday morning from pittsburgh to san francisco
Flight.,what flights from new york to los angeles after 10 am
Airfare.,show me the fares from washington to oakland
Airfare.,what 's the cheapest first class airfare from pittsburgh to san francisco
Abbreviation.,what is fare code h
Flight.,show me saturday and sunday 's flights from milwaukee to phoenix on american airlines
Airfare.,how much does it cost to fly one way from boston to washington first class
Flight.,could i have the flights from newark to orlando please
Flight.,what is the cheapest flight from denver to oakland
Flight.,show me the list of flights between philadelphia and denver that leave in the afternoon
Flight.,what is the cheapest flight from long beach to memphis
Flight.,show me all flights from denver to pittsburgh which serve dinner
Flight.,list the shortest flight from san jose to houston
Flight.,show me flights from denver to boston on tuesday
Flight.,i want to travel from baltimore to washington on a monday
Airfare.,show me fares leaving on tuesdays from denver to go to dallas
Airfare.,what is the cost of a round trip ticket first class between oak and atl
Airfare.,show me round trip fares from las vegas to houston nonstop
Flight.,show me the flights from atlanta to philadelphia
Flight.,what flights are available from denver to philadelphia with stopover in pittsburgh
Abbreviation.,what does the fare code qw mean
Ground Service.,tell me about ground transportation between the dallas fort worth airport and downtown dallas
Flight.,flights from phoenix to las vegas
Flight.,list all direct flights from boston to denver
