,text,intent
14079,can you remind me to pick up milk,Create Reminder.
14080,Remind me to watch all new episodes of meet the browns,Create Reminder.
14081,Remind me to buy a birthday gift today.,Create Reminder.
14082,remind me to go grocery shopping,Create Reminder.
14083,Remind me of my eye appointment today at 2 pm,Create Reminder.
14084,remind me to get pizza,Create Reminder.
14085,Show all reminders for September,Get Reminder.
14086,Show reminders for today,Get Reminder.
14087,Set reminder to mow lawn in the morning,Create Reminder.
14088,Remind me to eat at noon,Create Reminder.
14089,view reminders,Get Reminder.
14090,remind me to pick up john,Create Reminder.
14091,cancel my reminder for friday at 6 pm,Delete Reminder.
14092,Create a reminder for my  hair appointment at 3 on Friday,Create Reminder.
14093,Create a new reminder for tomorrow.,Create Reminder.
14094,Cancel today's reminders,Delete Reminder.
14095,Remind me to visit Mary tonight,Create Reminder.
14096,Set reminder two weeks prior to vacation,Create Reminder.
14097,Remind me I have a meeting at 10 am tuesday,Create Reminder.
14098,Remind me of dentist appointment Friday,Create Reminder.
14099,Remind me to change my oil every three months.,Create Reminder.
14100,Set a reminder to buy potluck food on Wednesday.,Create Reminder.
14101,Remind me: Casey basketball clinic Saturday,Create Reminder.
14102,I need a reminder to buy a lottery ticket,Create Reminder.
14103,Remove the reminders I set,Delete Reminder.
14104,reminder Ballet at 3:30 on Friday,Create Reminder.
14105,please delete today's reminders,Delete Reminder.
14106,Set a reminder for 10PM tonight to bring out the trash.,Create Reminder.
14107,remind me to stop before i pass hyvee,Create Reminder.
14108,Remind to make a doctor's appointment Thursday at 8 am,Create Reminder.
14109,Show me what time the soccer game reminder is set for.,Get Reminder Date Time.
14110,Set a reminder for me about my doctor's appointment on Wednesday,Create Reminder.
14111,Set a reminder for Friday pick up bread,Create Reminder.
14112,remind me to drop off dry cleaning tomorrow,Create Reminder.
14113,remind me to go get a birthday present for my sister,Create Reminder.
14114,show reminder of weekend events,Get Reminder.
14115,Do I have any outstanding reminders?,Get Reminder.
14116,remind me to get gas for lawnmower,Create Reminder.
14117,Remind me to buy a birthday gift for mom,Create Reminder.
14118,"Make reminder - 5k training, every morning 7 am.",Create Reminder.
14119,set reminder for parent and teachers conference,Create Reminder.
14120,Remind me to pick up my niece,Create Reminder.
14121,Remind me to email Susanne about the party on Saturday.,Create Reminder.
14122,remind me to get prescriptions tomorrow,Create Reminder.
14123,Remind me to watch Game of Thrones tomorrow,Create Reminder.
14124,Remind me to pay my phone bill on Friday morning.,Create Reminder.
14125,Reminder: make doctor appointment in the morning,Create Reminder.
14126,cancel all reminders,Delete Reminder.
14127,Set reminder to pick up chicken noodle soup after work,Create Reminder.
14128,Remind me to get gas after work,Create Reminder.
14129,Remind me to buy batteries.,Create Reminder.
14130,Delete a reminder,Delete Reminder.
14131,Remind me to take a survey tomorrow,Create Reminder.
14132,Set reminder to pick up Charles,Create Reminder.
14133,Remind me to pay the cellphone bill on the 15th,Create Reminder.
14134,cancel reminder,Delete Reminder.
14135,What reminders do I have set,Get Reminder.
14136,Read my reminders for this afternoon,Get Reminder.
14137,Remind me to check the mail in 10 minutes.,Create Reminder.
14138,reminder me to reschedule the doctors appt.,Create Reminder.
14139,Remind me to get cat food,Create Reminder.
14140,Please cancel all of my reminders.,Delete Reminder.
14141,Set that reminder for the same time next Tuesday.,Create Reminder.
14142,Did I set a reminder of Jane's birthday>,Get Reminder.
14143,Deactivate all reminders for this week,Delete Reminder.
14144,Remind me to pack my suitcase for trip tomorrow,Create Reminder.
14145,I want a reminder to get pepper tomorrow,Create Reminder.
14146,Cancel my reminder to attend that meeting,Delete Reminder.
14147,Cancel reminders for tomorrow,Delete Reminder.
14148,Remind me when its 5pm,Create Reminder.
14149,remind me to cancel plans today,Create Reminder.
14150,Remind me to study at 8 pm.,Create Reminder.
14151,Delete my reminder to ask Tom for his book.,Delete Reminder.
14152,what did I need a reminder for,Get Reminder.
14153,Set a reminder to buy groceries on the 12th of each month,Create Reminder.
14154,Make a reminder to get a Birthday Gift for Josh.,Create Reminder.
14155,Remind me to clean the microwave tonight,Create Reminder.
14156,remind me to get the kitchen sink fixed,Create Reminder.
14157,How many reminders do I have set for this month?,Get Reminder Amount.
14158,Delete reminder for swim lessons,Delete Reminder.
14159,Add reminder to buy paper clips,Create Reminder.
14160,remind me to do my homework today at 4 p.m.,Create Reminder.
14161,set reminder to make airline reservation,Create Reminder.
14162,list of reminders,Get Reminder.
14163,Cancel reminder to buy eggs.,Delete Reminder.
14164,"I need a recurring reminder, August 6th, Birthday, contact, Adam.",Create Reminder.
14165,Show me the reminder for the pharmacist,Get Reminder.
14166,remind me to grab milk in ten minutes,Create Reminder.
14167,set reminder to get gas before work tomorrow at 7 am,Create Reminder.
14168,set a reminder for my dermatologist appointment at 10 am tuesday,Create Reminder.
14169,set a reminder for my appointment tomorrow at 4,Create Reminder.
14170,remind me to pick up my brother tomorrow at 4 pm,Create Reminder.
14171,Do I have any reminders set for Friday,Get Reminder.
14172,Do I have any reminders for today?,Get Reminder.
14173,Remind me to feed Gina's cat,Create Reminder.
14174,remind me of a doctors appointment on friday at 2:30pm,Create Reminder.
14175,remind me about soccer at 5,Create Reminder.
14176,set a reminder for june 13 to watch tv show,Create Reminder.
14177,Remind me my son has a doctor appointment at 9am Wednesday,Create Reminder.
14178,Remind me to get dog food.,Create Reminder.
14179,Remind me about a meeting with Dan Friday 4pm,Create Reminder.
14180,i need a reminder to take my lunch tomorrow at 9 am,Create Reminder.
14181,Remind me to pay electric bill,Create Reminder.
14182,Remind me to buy Kate's birthday present.,Create Reminder.
14183,Set a reminder for my doctor's appointment tomorrow at noon,Create Reminder.
14184,Cancel recurring dog walk reminder,Delete Reminder.
14185,remind me to pick the child up at 9,Create Reminder.
14186,remind me in 10 minutes to turn off the oven,Create Reminder.
14187,Reminder: Movie starts at 4:30 pm,Create Reminder.
14188,Set a reminder for Ginas birthday on September 17th,Create Reminder.
14189,Set a reminder to pack.,Create Reminder.
14190,remind me to set an alarm for ups,Create Reminder.
14191,I need a reminder to go get milk this afternoon.,Create Reminder.
14192,do I have any reminders?,Get Reminder.
14193,Remind me to pick up wine for dinner,Create Reminder.
14194,Show my all my reminders for Tuesday,Get Reminder.
14195,Remind me to buy diapers tomorrow,Create Reminder.
14196,Cancel my reminder to pick up gift,Delete Reminder.
14197,Please remind me to get some milk.,Create Reminder.
14198,set reminder for doctors appointment at 4:30,Create Reminder.
14199,Remind me to buy birthday gift,Create Reminder.
14200,How many reminders do I have today?,Get Reminder Amount.
14201,Cancel my reminder for washing the dog,Delete Reminder.
14202,remind me to clean room next Friday,Create Reminder.
14203,Show me the reminder I set earlier,Get Reminder.
14204,show my doctor reminder,Get Reminder.
14205,I want to be reminded to make dinner early,Create Reminder.
14206,Show me my reminders for the day.,Get Reminder.
14207,set a 7pm reminder to pick up prescriptions tomorrow,Create Reminder.
14208,set a reminder,Create Reminder.
14209,Remind me to DVR the Bachelorette on Monday.,Create Reminder.
14210,Set reminder to due bills tomorrow,Create Reminder.
14211,Remind me to knead dough in 11 hours.,Create Reminder.
14212,Set a reminder tomorrow morning to take out the trash,Create Reminder.
14213,Remind me to get kitty litter this afternoon,Create Reminder.
14214,can you set a reminder for sama's birthday on sunday?,Create Reminder.
14215,remind me to set my alarm every night by 9pm,Create Reminder.
14216,Remind me I have a business meeting at 9 am tomorrow,Create Reminder.
14217,remind me to record the walking dead,Create Reminder.
14218,Remind me to pick up party supplies,Create Reminder.
14219,Remind me to take my dog out at 5:30,Create Reminder.
14220,Remind me to get milk tomorrow,Create Reminder.
14221,remind me of my Dr appointment on Monday at 8:30 am,Create Reminder.
14222,Remind me of upcoming birthdays,Create Reminder.
14223,set up a reminder to buy groceries,Create Reminder.
14224,Remind me to buy some eggs after work tonight.,Create Reminder.
14225,Please remind me of dentist appointment at 3 pm,Create Reminder.
14226,set a reminder for my homework assignment,Create Reminder.
14227,Remind me to feed the dogs at 8pm,Create Reminder.
14228,remind me to pick up the kids at 3,Create Reminder.
14229,remind me to make a cake on saturday,Create Reminder.
14230,Put a fathers day reminder for the 10th,Create Reminder.
14231,Remind me to run my reports every Monday,Create Reminder.
14232,set reminder for setting morning alarm,Create Reminder.
14233,Remind me to schedule an appointment,Create Reminder.
14234,remind me to put out trash on friday,Create Reminder.
14235,Remind me to take the clothes out of the dryer please.,Create Reminder.
14236,Cancel my reminder to pay my credit card bill on the 15th of the month,Delete Reminder.
14237,show me my reminders for next week.,Get Reminder.
14238,Cancel reminder to meet with Dan,Delete Reminder.
14239,do I have any reminders set for today,Get Reminder.
14240,Remind me to buy my Bassnectar tickets tonight,Create Reminder.
14241,Remind me to make car payment on Tuesday.,Create Reminder.
14242,Remind me to watch Scandal at 8 on Thursday.,Create Reminder.
14243,Show reminders for tomorrow,Get Reminder.
14244,Remind me to to go food shopping at 5:05p every Thursday.,Create Reminder.
14245,remind me to check pie in 55 minutes,Create Reminder.
14246,Add vet reminder.,Create Reminder.
14247,Set reminder for dinner date at 6:00 pm Friday night,Create Reminder.
14248,Cancel my reminder for the Doctor's appointment tomorrow,Delete Reminder.
14249,remind me to buy seasoned salt,Create Reminder.
14250,Remind me to get dog food in the morning,Create Reminder.
14251,What are my reminders for the week.,Get Reminder.
14252,make a reminder for a doctor's appointment on tuesday,Create Reminder.
14253,Remind me on Saturday to start my two day fast when the alarm goes off at 4,Create Reminder.
14254,Remind me to pickup dry cleaning,Create Reminder.
14255,Remind me to buy my mom a present tomorrow.,Create Reminder.
14256,set daily reminder for medication,Create Reminder.
14257,Remind me to get cotuon balls tomorrow?,Create Reminder.
14258,Show all reminders for the week,Get Reminder.
14259,Remind me to start dinner at 6 pm,Create Reminder.
14260,Remind me to visit the restroom on Friday at 5 pm,Create Reminder.
14261,Read all reminders,Get Reminder.
14262,remind me to make the car payment next Monday at 10 am,Create Reminder.
14263,Remind me of my doctor's appointment on Friday,Create Reminder.
14264,Set a reminder to change air filter once a month,Create Reminder.
14265,Remind me to buy new kitty litter every 2 weeks,Create Reminder.
14266,cancel my reminder to walk the dog,Delete Reminder.
14267,cancel the reminder for the doctor,Delete Reminder.
14268,cancel my hair spray reminder,Delete Reminder.
14269,Remind me to check bank account balance tomorrow.,Create Reminder.
14270,Set me a reminder to bring my folder at 8 am,Create Reminder.
14271,remind me to purchase groceries,Create Reminder.
